id,polarity
4820,negative
4821,positive
4822,positive
4823,negative
4824,positive
4825,positive
4826,positive
4827,positive
4828,positive
4829,positive
4830,neutral
4831,positive
4832,negative
4833,positive
4834,positive
4835,negative
4836,positive
4837,positive
4838,positive
4839,positive
4840,positive
4841,negative
4842,positive
4843,negative
4844,negative
4845,negative
4846,positive
4847,negative
4848,positive
4849,positive
4850,positive
4851,positive
4852,positive
4853,positive
4854,positive
4855,positive
4856,positive
4857,negative
4858,positive
4859,positive
4860,negative
4861,positive
4862,positive
4863,positive
4864,positive
4865,positive
4866,positive
4867,positive
4868,negative
4869,positive
4870,positive
4871,negative
4872,positive
4873,negative
4874,positive
4875,negative
4876,positive
4877,positive
4878,positive
4879,positive
4880,positive
4881,positive
4882,positive
4883,positive
4884,positive
4885,positive
4886,positive
4887,positive
4888,positive
4889,positive
4890,negative
4891,positive
4892,positive
4893,positive
4894,negative
4895,positive
4896,positive
4897,positive
4898,negative
4899,positive
4900,positive
4901,positive
4902,positive
4903,positive
4904,positive
4905,positive
4906,negative
4907,positive
4908,positive
4909,negative
4910,positive
4911,positive
4912,negative
4913,negative
4914,positive
4915,negative
4916,positive
4917,positive
4918,positive
4919,positive
4920,positive
4921,negative
4922,negative
4923,positive
4924,negative
4925,positive
4926,negative
4927,negative
4928,positive
4929,negative
4930,negative
4931,positive
4932,positive
4933,positive
4934,positive
4935,negative
4936,positive
4937,positive
4938,positive
4939,negative
4940,positive
4941,positive
4942,negative
4943,negative
4944,positive
4945,positive
4946,positive
4947,positive
4948,positive
4949,negative
4950,negative
4951,negative
4952,negative
4953,negative
4954,positive
4955,positive
4956,positive
4957,negative
4958,positive
4959,positive
4960,positive
4961,positive
4962,positive
4963,positive
4964,positive
4965,negative
4966,positive
4967,negative
4968,positive
4969,positive
4970,positive
4971,negative
4972,positive
4973,positive
4974,negative
4975,negative
4976,positive
4977,positive
4978,positive
4979,positive
4980,positive
4981,negative
4982,positive
4983,positive
4984,positive
4985,positive
4986,positive
4987,positive
4988,neutral
4989,positive
4990,positive
4991,positive
4992,negative
4993,positive
4994,negative
4995,positive
4996,positive
4997,negative
4998,negative
4999,negative
5000,positive
5001,positive
5002,positive
5003,negative
5004,positive
5005,positive
5006,positive
5007,positive
5008,positive
5009,negative
5010,negative
5011,positive
5012,positive
5013,positive
5014,negative
5015,positive
5016,positive
5017,positive
5018,positive
5019,positive
5020,positive
5021,positive
5022,negative
5023,negative
5024,positive
5025,positive
5026,positive
5027,negative
5028,positive
5029,positive
5030,positive
5031,positive
5032,positive
5033,positive
5034,negative
5035,positive
5036,positive
5037,positive
5038,positive
5039,positive
5040,positive
5041,positive
5042,positive
5043,negative
5044,positive
5045,positive
5046,positive
5047,positive
5048,positive
5049,negative
5050,positive
5051,negative
5052,negative
5053,negative
5054,positive
5055,positive
5056,positive
5057,neutral
5058,positive
5059,negative
5060,positive
5061,negative
5062,negative
5063,positive
5064,negative
5065,positive
5066,positive
5067,positive
5068,positive
5069,positive
5070,positive
5071,positive
5072,positive
5073,positive
5074,positive
5075,positive
5076,positive
5077,positive
5078,positive
5079,neutral
5080,negative
5081,positive
5082,positive
5083,positive
5084,positive
5085,positive
5086,positive
5087,negative
5088,positive
5089,negative
5090,negative
5091,positive
5092,positive
5093,positive
5094,positive
5095,positive
5096,positive
5097,positive
5098,negative
5099,negative
5100,positive
5101,positive
5102,positive
5103,positive
5104,negative
5105,positive
5106,neutral
5107,positive
5108,positive
5109,positive
5110,negative
5111,negative
5112,negative
5113,negative
5114,negative
5115,positive
5116,positive
5117,positive
5118,positive
5119,positive
5120,positive
5121,positive
5122,positive
5123,negative
5124,positive
5125,positive
5126,positive
5127,positive
5128,positive
5129,negative
5130,positive
5131,positive
5132,positive
5133,positive
5134,negative
5135,negative
5136,positive
5137,positive
5138,negative
5139,negative
5140,positive
5141,positive
5142,positive
5143,negative
5144,positive
5145,positive
5146,negative
5147,negative
5148,negative
5149,positive
5150,negative
5151,positive
5152,positive
5153,positive
5154,positive
5155,positive
5156,positive
5157,negative
5158,negative
5159,positive
5160,negative
5161,positive
5162,negative
5163,positive
5164,positive
5165,negative
5166,positive
5167,positive
5168,positive
5169,positive
5170,positive
5171,negative
5172,positive
5173,negative
5174,positive
5175,negative
5176,positive
5177,positive
5178,positive
5179,positive
5180,positive
5181,negative
5182,positive
5183,positive
5184,positive
5185,positive
5186,neutral
5187,negative
5188,positive
5189,negative
5190,positive
5191,positive
5192,positive
5193,negative
5194,positive
5195,positive
5196,negative
5197,positive
5198,positive
5199,negative
5200,positive
5201,positive
5202,negative
5203,positive
5204,negative
5205,positive
5206,positive
5207,positive
5208,positive
5209,positive
5210,positive
5211,positive
5212,positive
5213,negative
5214,positive
5215,positive
5216,negative
5217,positive
5218,positive
5219,positive
5220,positive
5221,positive
5222,positive
5223,negative
5224,positive
5225,positive
5226,positive
5227,positive
5228,negative
5229,negative
5230,positive
5231,positive
5232,positive
5233,negative
5234,negative
5235,positive
5236,positive
5237,neutral
5238,positive
5239,negative
5240,positive
5241,positive
5242,positive
5243,positive
5244,positive
5245,positive
5246,negative
5247,positive
5248,positive
5249,negative
5250,positive
5251,negative
5252,positive
5253,positive
5254,negative
5255,negative
5256,positive
5257,positive
5258,negative
5259,negative
5260,negative
5261,positive
5262,positive
5263,negative
5264,positive
5265,negative
5266,positive
5267,neutral
